"filename", "language", "C++", "C", "Markdown", "Properties", "Shell Script", "Python", "Makefile", "PowerShell", "Log", "XML", "Ini", "YAML", "JSON", "Perl", "JavaScript", "Ruby", "CSV", "Docker", "CMake", "Groovy", "Codex Rules", "Batch", "Lua", "reStructuredText", "pip requirements", "Diff", "TSV", "HTML", "C#", "GLSL", "MS SQL", "PostCSS", "SCSS", "LaTeX", "Objective-C", "Julia", "BibTeX", "Java", "R", "Visual Basic", "comment", "blank", "total"
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\FixIt.cpp", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 30
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\GuessTargetAndModeCompilationDatabase.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 58
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Inclusions\HeaderAnalysis.cpp", "C++", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 119
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Inclusions\HeaderIncludes.cpp", "C++", 325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 26, 429
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Inclusions\IncludeStyle.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 40
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Inclusions\Stdlib\StandardLibrary.cpp", "C++", 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 28, 326
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\InterpolatingCompilationDatabase.cpp", "C++", 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 46, 549
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\JSONCompilationDatabase.cpp", "C++", 360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 34, 435
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\LocateToolCompilationDatabase.cpp", "C++", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 72
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring.cpp", "C++", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 104
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\RefactoringCallbacks.cpp", "C++", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 241
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\ASTSelection.cpp", "C++", 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 40, 451
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\ASTSelectionRequirements.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 51
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\AtomicChange.cpp", "C++", 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 43, 371
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\Extract\Extract.cpp", "C++", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 31, 200
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\Extract\SourceExtraction.cpp", "C++", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 16, 117
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\Lookup.cpp", "C++", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 17, 225
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\RefactoringActions.cpp", "C++", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 114
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\Rename\RenamingAction.cpp", "C++", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 31, 280
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\Rename\SymbolOccurrences.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 36
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\Rename\USRFinder.cpp", "C++", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 25, 147
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\Rename\USRFindingAction.cpp", "C++", 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 36, 316
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Refactoring\Rename\USRLocFinder.cpp", "C++", 416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 61, 603
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\StandaloneExecution.cpp", "C++", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 93
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Syntax\BuildTree.cpp", "C++", 1308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 209, 1761
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Syntax\ComputeReplacements.cpp", "C++", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 135
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Syntax\Mutations.cpp", "C++", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 95
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Syntax\Nodes.cpp", "C++", 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 62, 442
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Syntax\Synthesis.cpp", "C++", 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 240
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Syntax\TokenBufferTokenManager.cpp", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 26
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Syntax\Tokens.cpp", "C++", 707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 96, 978
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Syntax\Tree.cpp", "C++", 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 55, 442
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Tooling.cpp", "C++", 541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 94, 725
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Transformer\Parsing.cpp", "C++", 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 45, 279
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Transformer\RangeSelector.cpp", "C++", 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 45, 364
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Transformer\RewriteRule.cpp", "C++", 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 53, 478
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Transformer\SourceCode.cpp", "C++", 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 47, 495
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Transformer\SourceCodeBuilders.cpp", "C++", 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 28, 240
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Transformer\Stencil.cpp", "C++", 405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 63, 495
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\lib\Tooling\Transformer\Transformer.cpp", "C++", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 85
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\tools\clang-format\ClangFormat.cpp", "C++", 607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 85, 738
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\tools\clang-scan-deps\ClangScanDeps.cpp", "C++", 847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 141, 1056
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\tools\driver\cc1_main.cpp", "C++", 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 45, 329
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\tools\driver\cc1as_main.cpp", "C++", 513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 103, 708
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\tools\driver\cc1gen_reproducer_main.cpp", "C++", 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 205
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\tools\driver\driver.cpp", "C++", 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 55, 455
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ASTTableGen.cpp", "C++", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 17, 144
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ASTTableGen.h", "C++", 339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 93, 504
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangASTNodesEmitter.cpp", "C++", 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 51, 269
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangASTPropertiesEmitter.cpp", "C++", 649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 122, 871
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangAttrEmitter.cpp", "C++", 4198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 448, 658, 5304
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangBuiltinsEmitter.cpp", "C++", 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 40, 395
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangCommentCommandInfoEmitter.cpp", "C++", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 132
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangCommentHTMLNamedCharacterReferenceEmitter.cpp", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 82
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangCommentHTMLTagsEmitter.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 64
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangDataCollectorsEmitter.cpp", "C++", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangDiagnosticsEmitter.cpp", "C++", 1505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 264, 269, 2038
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangOpcodesEmitter.cpp", "C++", 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 61, 410
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangOpenCLBuiltinEmitter.cpp", "C++", 831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 340, 179, 1350
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangOptionDocEmitter.cpp", "C++", 353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 66, 459
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangSACheckersEmitter.cpp", "C++", 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 42, 342
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangSyntaxEmitter.cpp", "C++", 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 27, 237
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\ClangTypeNodesEmitter.cpp", "C++", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 32, 209
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\MveEmitter.cpp", "C++", 1493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 472, 260, 2225
"c:\Users\SEBA\Downloads\RiduxOS\third_party\upstream\freebsd-src\contrib\llvm-project\clang\utils\TableGen\NeonEmitter.cpp", "C++", 1986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 313, 392, 2691
